FatalityId,Crash ID,Speed Limit,Number Fatalities,DateID,GeoID,FatalityId_right,CrashID,RoadId,VehicleId,TimeID,HolidayID
Fatality4527,20213052,60,1,Date2991,Geo488,Fatalities77,Crash2,Road3,Vehicle6,Time1526,Holiday3
Fatality4528,20141079,80,4,Date704,Geo639,Fatalities87,Crash1,Road16,Vehicle6,Time351,Holiday3
Fatality4529,20233080,100,1,Date103,Geo801,Fatalities174,Crash2,Road22,Vehicle6,Time854,Holiday3
Fatality4530,20154036,100,1,Date3740,Geo742,Fatalities54,Crash2,Road45,Vehicle6,Time366,Holiday3
Fatality4531,20223238,60,1,Date1641,Geo582,Fatalities37,Crash1,Road42,Vehicle6,Time1265,Holiday3
Fatality4532,20181097,60,1,Date3123,Geo327,Fatalities27,Crash2,Road25,Vehicle6,Time1320,Holiday3
Fatality4533,20205058,110,1,Date2256,Geo480,Fatalities87,Crash1,Road43,Vehicle6,Time1488,Holiday1
Fatality4534,20203119,100,1,Date1103,Geo266,Fatalities204,Crash1,Road47,Vehicle6,Time688,Holiday3
Fatality4535,20212148,70,1,Date240,Geo650,Fatalities194,Crash1,Road57,Vehicle6,Time1241,Holiday3
Fatality4536,20232072,70,2,Date766,Geo592,Fatalities133,Crash2,Road44,Vehicle6,Time948,Holiday3
Fatality4537,20143086,80,1,Date3701,Geo479,Fatalities142,Crash2,Road26,Vehicle6,Time493,Holiday3
Fatality4539,20213073,60,1,Date415,Geo378,Fatalities69,Crash1,Road47,Vehicle4,Time854,Holiday3
Fatality4540,20141222,100,2,Date2679,Geo639,Fatalities187,Crash2,Road56,Vehicle6,Time772,Holiday3
Fatality4541,20146018,50,1,Date1281,Geo276,Fatalities154,Crash1,Road50,Vehicle6,Time988,Holiday3
Fatality4542,20144040,110,2,Date1754,Geo783,Fatalities36,Crash2,Road50,Vehicle6,Time1383,Holiday3
Fatality4543,20151111,80,1,Date2511,Geo770,Fatalities124,Crash2,Road3,Vehicle6,Time756,Holiday3
Fatality4544,20182197,110,1,Date2440,Geo752,Fatalities23,Crash1,Road47,Vehicle6,Time846,Holiday3
Fatality4545,20225093,100,1,Date2731,Geo251,Fatalities93,Crash1,Road56,Vehicle6,Time6,Holiday3
Fatality4546,20165105,70,1,Date1701,Geo238,Fatalities40,Crash1,Road43,Vehicle6,Time505,Holiday3
Fatality4547,20212125,100,1,Date929,Geo4,Fatalities131,Crash1,Road43,Vehicle6,Time1071,Holiday3
Fatality4548,20223056,60,2,Date2731,Geo437,Fatalities80,Crash1,Road35,Vehicle6,Time247,Holiday3
Fatality4549,20207021,100,1,Date3531,Geo372,Fatalities168,Crash2,Road43,Vehicle6,Time206,Holiday3
Fatality4550,20162119,100,1,Date2558,Geo51,Fatalities172,Crash1,Road56,Vehicle6,Time644,Holiday3
Fatality4551,20202192,50,2,Date3531,Geo406,Fatalities157,Crash1,Road50,Vehicle6,Time987,Holiday2
Fatality4552,20173045,60,1,Date2799,Geo788,Fatalities40,Crash1,Road45,Vehicle6,Time1094,Holiday3
Fatality4553,20171247,50,1,Date1488,Geo435,Fatalities159,Crash1,Road50,Vehicle6,Time1334,Holiday3
Fatality4554,20151252,100,1,Date3809,Geo789,Fatalities105,Crash1,Road44,Vehicle6,Time1256,Holiday3
Fatality4555,20204044,110,3,Date841,Geo119,Fatalities68,Crash2,Road31,Vehicle6,Time1085,Holiday3
Fatality4556,20162240,60,1,Date3168,Geo367,Fatalities64,Crash1,Road56,Vehicle6,Time1107,Holiday3
Fatality4557,20192119,100,1,Date3015,Geo342,Fatalities39,Crash2,Road47,Vehicle4,Time77,Holiday3
Fatality4558,20181278,100,1,Date3772,Geo114,Fatalities143,Crash1,Road47,Vehicle6,Time969,Holiday3
Fatality4559,20191191,60,1,Date1700,Geo210,Fatalities53,Crash1,Road43,Vehicle6,Time351,Holiday3
Fatality4560,20241132,60,1,Date935,Geo796,Fatalities118,Crash2,Road22,Vehicle5,Time1236,Holiday3
Fatality4561,20231240,60,1,Date2515,Geo277,Fatalities26,Crash1,Road61,Vehicle6,Time283,Holiday3
Fatality4562,20211164,100,1,Date3217,Geo599,Fatalities182,Crash1,Road44,Vehicle4,Time807,Holiday3
Fatality4563,20221179,50,1,Date1561,Geo128,Fatalities173,Crash1,Road58,Vehicle6,Time125,Holiday3
Fatality4564,20211019,80,1,Date673,Geo360,Fatalities105,Crash2,Road43,Vehicle6,Time335,Holiday3
Fatality4565,20181149,50,1,Date2161,Geo744,Fatalities173,Crash1,Road43,Vehicle6,Time1341,Holiday3
Fatality4566,20171227,50,1,Date1624,Geo228,Fatalities170,Crash2,Road49,Vehicle6,Time876,Holiday3
Fatality4567,20144074,100,1,Date915,Geo393,Fatalities124,Crash1,Road50,Vehicle6,Time688,Holiday3
Fatality4568,20171093,60,1,Date2765,Geo17,Fatalities79,Crash2,Road39,Vehicle6,Time1256,Holiday3
Fatality4569,20221083,80,2,Date3556,Geo321,Fatalities144,Crash2,Road47,Vehicle4,Time1525,Holiday3
Fatality4570,20153201,50,1,Date1149,Geo479,Fatalities138,Crash2,Road58,Vehicle6,Time792,Holiday3
Fatality4571,20161330,110,1,Date1220,Geo214,Fatalities36,Crash1,Road43,Vehicle6,Time350,Holiday3
Fatality4572,20172091,60,1,Date549,Geo317,Fatalities195,Crash2,Road35,Vehicle6,Time797,Holiday3
Fatality4573,20234034,60,1,Date3376,Geo540,Fatalities64,Crash1,Road43,Vehicle6,Time1004,Holiday3
Fatality4574,20183004,60,1,Date781,Geo488,Fatalities119,Crash2,Road9,Vehicle6,Time493,Holiday3
Fatality4575,20186009,<40,1,Date3174,Geo555,Fatalities186,Crash1,Road51,Vehicle6,Time1463,Holiday3
Fatality4576,20203087,100,1,Date3203,Geo758,Fatalities73,Crash1,Road36,Vehicle6,Time206,Holiday3
Fatality4577,20195030,50,1,Date1407,Geo722,Fatalities31,Crash1,Road7,Vehicle4,Time570,Holiday3
Fatality4578,20222231,100,1,Date3387,Geo447,Fatalities60,Crash2,Road9,Vehicle6,Time485,Holiday3
Fatality4579,20155025,40,1,Date2240,Geo154,Fatalities22,Crash1,Road43,Vehicle6,Time1001,Holiday3
Fatality4580,20191025,110,1,Date1178,Geo355,Fatalities17,Crash1,Road47,Vehicle4,Time175,Holiday3
Fatality4581,20152119,60,1,Date3486,Geo579,Fatalities133,Crash2,Road36,Vehicle6,Time1140,Holiday3
Fatality4582,20203145,50,1,Date2349,Geo356,Fatalities154,Crash1,Road39,Vehicle6,Time58,Holiday3
Fatality4583,20193103,100,2,Date1503,Geo14,Fatalities147,Crash2,Road45,Vehicle6,Time1451,Holiday3
Fatality4584,20175008,60,1,Date3202,Geo11,Fatalities183,Crash1,Road7,Vehicle6,Time1263,Holiday3
Fatality4585,20161351,100,1,Date1651,Geo711,Fatalities116,Crash2,Road50,Vehicle6,Time157,Holiday3
Fatality4586,20163101,100,1,Date1651,Geo479,Fatalities53,Crash1,Road56,Vehicle6,Time1322,Holiday3
Fatality4587,20213090,50,1,Date1269,Geo593,Fatalities2,Crash2,Road36,Vehicle6,Time1451,Holiday3
Fatality4588,20174053,100,1,Date2794,Geo571,Fatalities6,Crash2,Road42,Vehicle6,Time538,Holiday3
Fatality4589,20231032,100,4,Date2128,Geo167,Fatalities199,Crash2,Road47,Vehicle6,Time1392,Holiday1
Fatality4590,20232041,110,2,Date103,Geo247,Fatalities109,Crash1,Road57,Vehicle6,Time1117,Holiday3
Fatality4591,20171199,50,3,Date2384,Geo398,Fatalities190,Crash1,Road13,Vehicle6,Time681,Holiday3
Fatality4592,20241144,80,1,Date852,Geo265,Fatalities203,Crash1,Road44,Vehicle6,Time958,Holiday3
Fatality4593,20144002,110,2,Date2294,Geo393,Fatalities63,Crash2,Road57,Vehicle4,Time23,Holiday3
Fatality4594,20211009,50,1,Date2191,Geo746,Fatalities169,Crash1,Road45,Vehicle6,Time74,Holiday3
Fatality4595,20191026,50,1,Date2530,Geo90,Fatalities75,Crash1,Road39,Vehicle6,Time922,Holiday3
Fatality4596,20222207,60,1,Date85,Geo568,Fatalities8,Crash1,Road49,Vehicle6,Time1051,Holiday3
Fatality4597,20201190,110,1,Date3144,Geo792,Fatalities94,Crash2,Road57,Vehicle7,Time428,Holiday3
Fatality4598,20175075,100,1,Date1645,Geo704,Fatalities124,Crash1,Road16,Vehicle6,Time54,Holiday3
Fatality4599,20192066,100,1,Date3015,Geo124,Fatalities196,Crash2,Road45,Vehicle6,Time236,Holiday3
Fatality4600,20172019,40,1,Date2406,Geo220,Fatalities131,Crash2,Road9,Vehicle6,Time888,Holiday3
Fatality4601,20222092,100,1,Date3780,Geo339,Fatalities60,Crash1,Road43,Vehicle7,Time117,Holiday3
Fatality4602,20171081,50,1,Date916,Geo595,Fatalities25,Crash1,Road7,Vehicle6,Time465,Holiday3
Fatality4603,20202082,100,1,Date3280,Geo779,Fatalities2,Crash1,Road47,Vehicle6,Time247,Holiday3
Fatality4604,20212185,60,1,Date3251,Geo661,Fatalities152,Crash2,Road47,Vehicle4,Time1300,Holiday3
Fatality4605,20232173,100,1,Date1580,Geo241,Fatalities10,Crash2,Road47,Vehicle6,Time619,Holiday3
Fatality4606,20231019,100,1,Date1099,Geo770,Fatalities184,Crash2,Road31,Vehicle6,Time1493,Holiday3
Fatality4607,20161302,80,1,Date1436,Geo796,Fatalities181,Crash2,Road43,Vehicle7,Time385,Holiday3
Fatality4608,20201180,100,1,Date841,Geo423,Fatalities43,Crash1,Road47,Vehicle6,Time1322,Holiday3
Fatality4609,20222101,80,1,Date751,Geo428,Fatalities24,Crash1,Road7,Vehicle6,Time304,Holiday3
Fatality4610,20231009,60,1,Date180,Geo385,Fatalities174,Crash2,Road31,Vehicle6,Time105,Holiday3
Fatality4611,20144019,100,1,Date1667,Geo199,Fatalities64,Crash2,Road47,Vehicle6,Time785,Holiday3
Fatality4612,20213178,60,1,Date3813,Geo280,Fatalities10,Crash2,Road41,Vehicle6,Time1102,Holiday3
Fatality4613,20177002,80,1,Date3746,Geo102,Fatalities173,Crash1,Road44,Vehicle6,Time841,Holiday3
Fatality4614,20211204,50,2,Date673,Geo440,Fatalities130,Crash2,Road39,Vehicle6,Time246,Holiday3
Fatality4615,20231050,70,1,Date3186,Geo116,Fatalities2,Crash2,Road7,Vehicle6,Time979,Holiday3
Fatality4616,20141259,100,1,Date915,Geo639,Fatalities173,Crash1,Road58,Vehicle6,Time609,Holiday3
Fatality4617,20171012,100,1,Date1488,Geo196,Fatalities178,Crash2,Road47,Vehicle4,Time1406,Holiday3
Fatality4618,20232165,100,1,Date119,Geo592,Fatalities93,Crash1,Road3,Vehicle6,Time173,Holiday3
Fatality4619,20173163,80,1,Date916,Geo378,Fatalities105,Crash1,Road35,Vehicle6,Time1322,Holiday3
Fatality4620,20242140,100,2,Date997,Geo402,Fatalities34,Crash1,Road7,Vehicle7,Time823,Holiday3
Fatality4621,20212048,100,1,Date1454,Geo451,Fatalities182,Crash2,Road41,Vehicle6,Time338,Holiday3
Fatality4622,20243031,50,1,Date3400,Geo593,Fatalities37,Crash1,Road45,Vehicle6,Time1265,Holiday3
Fatality4623,20233146,80,1,Date180,Geo788,Fatalities52,Crash2,Road44,Vehicle6,Time493,Holiday3
Fatality4624,20162169,100,2,Date3338,Geo577,Fatalities53,Crash1,Road16,Vehicle6,Time1330,Holiday3
Fatality4625,20187013,100,1,Date3174,Geo102,Fatalities42,Crash1,Road39,Vehicle6,Time58,Holiday3
Fatality4626,20204053,50,1,Date3,Geo394,Fatalities137,Crash1,Road39,Vehicle6,Time479,Holiday3
Fatality4627,20165081,110,1,Date1701,Geo71,Fatalities11,Crash2,Road47,Vehicle4,Time527,Holiday2
Fatality4628,20182082,80,1,Date432,Geo709,Fatalities100,Crash2,Road43,Vehicle6,Time992,Holiday3
Fatality4629,20175072,60,1,Date1302,Geo704,Fatalities22,Crash1,Road2,Vehicle6,Time1239,Holiday3
Fatality4630,20155120,60,1,Date3616,Geo510,Fatalities176,Crash1,Road61,Vehicle6,Time1121,Holiday3
Fatality4631,20241269,50,1,Date3635,Geo581,Fatalities11,Crash1,Road43,Vehicle6,Time176,Holiday3
Fatality4632,20241296,60,1,Date1265,Geo130,Fatalities105,Crash2,Road41,Vehicle6,Time1526,Holiday3
Fatality4633,20211095,100,1,Date1036,Geo458,Fatalities181,Crash1,Road36,Vehicle6,Time493,Holiday3
Fatality4634,20202131,60,1,Date866,Geo4,Fatalities165,Crash2,Road43,Vehicle7,Time388,Holiday3
Fatality4635,20193145,80,1,Date1236,Geo758,Fatalities27,Crash1,Road22,Vehicle6,Time1102,Holiday3
Fatality4636,20161035,100,1,Date3607,Geo476,Fatalities69,Crash2,Road40,Vehicle6,Time969,Holiday3
Fatality4637,20203081,100,1,Date1029,Geo23,Fatalities131,Crash1,Road47,Vehicle6,Time488,Holiday3
Fatality4638,20217005,40,1,Date118,Geo274,Fatalities5,Crash1,Road45,Vehicle6,Time246,Holiday2
Fatality4639,20231215,60,1,Date2671,Geo702,Fatalities5,Crash2,Road25,Vehicle6,Time576,Holiday3
Fatality4640,20162234,50,1,Date1651,Geo317,Fatalities122,Crash1,Road56,Vehicle6,Time247,Holiday3
Fatality4641,20143196,80,2,Date566,Geo479,Fatalities12,Crash1,Road16,Vehicle6,Time1041,Holiday3
Fatality4642,20144004,50,1,Date566,Geo698,Fatalities5,Crash1,Road41,Vehicle6,Time281,Holiday3
Fatality4643,20165062,110,2,Date1715,Geo334,Fatalities105,Crash2,Road57,Vehicle4,Time184,Holiday3
Fatality4644,20165122,110,1,Date1220,Geo630,Fatalities184,Crash1,Road43,Vehicle6,Time838,Holiday3
Fatality4645,20171155,50,1,Date1538,Geo660,Fatalities142,Crash1,Road39,Vehicle6,Time1157,Holiday3
Fatality4646,20181181,110,1,Date12,Geo458,Fatalities147,Crash2,Road47,Vehicle5,Time1520,Holiday3
Fatality4647,20184029,110,1,Date3788,Geo3,Fatalities4,Crash2,Road33,Vehicle6,Time837,Holiday3
Fatality4648,20225020,50,1,Date1186,Geo230,Fatalities34,Crash1,Road2,Vehicle7,Time1290,Holiday3
Fatality4649,20215052,50,1,Date240,Geo503,Fatalities90,Crash2,Road61,Vehicle6,Time138,Holiday3
Fatality4650,20233240,100,1,Date541,Geo761,Fatalities105,Crash1,Road47,Vehicle6,Time58,Holiday3
Fatality4651,20162216,100,1,Date3115,Geo661,Fatalities53,Crash2,Road58,Vehicle4,Time395,Holiday3
Fatality4652,20162171,100,1,Date819,Geo568,Fatalities133,Crash2,Road16,Vehicle6,Time1520,Holiday3
Fatality4653,20233035,100,1,Date68,Geo346,Fatalities186,Crash2,Road36,Vehicle6,Time1101,Holiday3
Fatality4654,20193152,60,1,Date2342,Geo566,Fatalities54,Crash1,Road39,Vehicle6,Time1041,Holiday3
Fatality4655,20142128,100,1,Date1151,Geo592,Fatalities9,Crash2,Road16,Vehicle6,Time1376,Holiday3
Fatality4656,20243100,100,1,Date852,Geo180,Fatalities105,Crash2,Road44,Vehicle6,Time1406,Holiday3
Fatality4657,20226018,110,1,Date2361,Geo432,Fatalities123,Crash2,Road7,Vehicle7,Time411,Holiday3
Fatality4658,20175100,110,3,Date1502,Geo231,Fatalities107,Crash2,Road43,Vehicle6,Time227,Holiday3
Fatality4659,20194015,50,1,Date2342,Geo594,Fatalities92,Crash1,Road39,Vehicle6,Time797,Holiday3
Fatality4660,20191220,100,1,Date2792,Geo422,Fatalities102,Crash2,Road47,Vehicle6,Time227,Holiday3
Fatality4661,20213173,100,1,Date3256,Geo483,Fatalities99,Crash2,Road44,Vehicle6,Time493,Holiday3
Fatality4662,20173139,50,1,Date2667,Geo323,Fatalities173,Crash1,Road41,Vehicle6,Time988,Holiday3
Fatality4663,20151222,80,1,Date3616,Geo54,Fatalities181,Crash1,Road50,Vehicle6,Time537,Holiday3
Fatality4664,20233189,100,1,Date1740,Geo416,Fatalities100,Crash1,Road45,Vehicle6,Time493,Holiday3
Fatality4665,20233040,60,1,Date2525,Geo488,Fatalities124,Crash2,Road36,Vehicle6,Time1102,Holiday3
Fatality4666,20203073,80,1,Date1809,Geo801,Fatalities180,Crash2,Road47,Vehicle6,Time393,Holiday3
Fatality4667,20205101,50,1,Date1610,Geo310,Fatalities182,Crash2,Road25,Vehicle6,Time785,Holiday3
Fatality4668,20141060,100,1,Date1115,Geo639,Fatalities46,Crash1,Road16,Vehicle6,Time1157,Holiday3
Fatality4669,20215147,80,1,Date3181,Geo786,Fatalities62,Crash1,Road43,Vehicle5,Time628,Holiday3
Fatality4670,20171017,40,2,Date2172,Geo796,Fatalities66,Crash1,Road49,Vehicle6,Time457,Holiday3
Fatality4671,20233250,50,1,Date68,Geo378,Fatalities93,Crash1,Road45,Vehicle6,Time1094,Holiday3
Fatality4672,20198006,10,1,Date1521,Geo64,Fatalities132,Crash1,Road2,Vehicle6,Time1276,Holiday3
Fatality4673,20153110,60,1,Date1742,Geo479,Fatalities119,Crash1,Road26,Vehicle6,Time792,Holiday3
Fatality4674,20143040,40,1,Date3701,Geo479,Fatalities171,Crash2,Road16,Vehicle6,Time1102,Holiday3
Fatality4675,20182005,70,1,Date692,Geo165,Fatalities173,Crash1,Road7,Vehicle6,Time237,Holiday3
Fatality4676,20185113,60,1,Date226,Geo315,Fatalities90,Crash2,Road45,Vehicle6,Time543,Holiday3
Fatality4677,20147018,130,1,Date3328,Geo80,Fatalities119,Crash1,Road56,Vehicle6,Time12,Holiday3
Fatality4678,20193065,100,2,Date2208,Geo436,Fatalities184,Crash2,Road57,Vehicle4,Time247,Holiday3
Fatality4679,20233234,80,1,Date1580,Geo23,Fatalities161,Crash1,Road7,Vehicle6,Time456,Holiday3
Fatality4680,20202193,100,1,Date1696,Geo317,Fatalities30,Crash2,Road47,Vehicle4,Time837,Holiday3
Fatality4681,20211083,80,1,Date2024,Geo210,Fatalities182,Crash2,Road22,Vehicle6,Time1415,Holiday3
Fatality4682,20195104,110,1,Date3015,Geo704,Fatalities105,Crash1,Road58,Vehicle6,Time1422,Holiday3
Fatality4683,20162228,60,1,Date2902,Geo484,Fatalities24,Crash2,Road56,Vehicle6,Time375,Holiday3
Fatality4684,20142010,100,2,Date851,Geo592,Fatalities118,Crash2,Road56,Vehicle6,Time1415,Holiday3
Fatality4685,20195105,110,1,Date2253,Geo113,Fatalities124,Crash1,Road43,Vehicle6,Time610,Holiday3
Fatality4686,20142056,80,1,Date3027,Geo592,Fatalities10,Crash2,Road56,Vehicle6,Time1389,Holiday3
Fatality4687,20233219,80,1,Date3186,Geo758,Fatalities151,Crash2,Road22,Vehicle6,Time456,Holiday3
Fatality4688,20241082,60,1,Date1393,Geo332,Fatalities194,Crash2,Road25,Vehicle6,Time212,Holiday3
Fatality4689,20162210,60,1,Date825,Geo226,Fatalities32,Crash2,Road56,Vehicle6,Time57,Holiday3
Fatality4690,20213008,110,1,Date3410,Geo225,Fatalities17,Crash1,Road47,Vehicle6,Time1333,Holiday2
Fatality4691,20242253,110,1,Date1761,Geo536,Fatalities69,Crash1,Road22,Vehicle6,Time883,Holiday1
Fatality4692,20195119,110,1,Date2141,Geo154,Fatalities123,Crash2,Road43,Vehicle4,Time496,Holiday3
Fatality4693,20142193,50,1,Date1374,Geo592,Fatalities40,Crash1,Road56,Vehicle6,Time960,Holiday3
Fatality4694,20243121,100,1,Date2516,Geo601,Fatalities124,Crash1,Road9,Vehicle6,Time493,Holiday3
Fatality4695,20195009,80,1,Date3582,Geo27,Fatalities93,Crash1,Road47,Vehicle6,Time1367,Holiday3
Fatality4696,20221038,80,1,Date3556,Geo727,Fatalities173,Crash2,Road25,Vehicle7,Time1036,Holiday3
Fatality4697,20194070,110,1,Date1407,Geo519,Fatalities147,Crash2,Road33,Vehicle4,Time1204,Holiday3
Fatality4698,20171002,60,3,Date3457,Geo325,Fatalities99,Crash1,Road43,Vehicle6,Time1157,Holiday3
Fatality4699,20151257,100,1,Date3616,Geo15,Fatalities185,Crash2,Road47,Vehicle4,Time1034,Holiday3
Fatality4700,20191138,110,1,Date2580,Geo560,Fatalities62,Crash2,Road47,Vehicle4,Time1114,Holiday3
Fatality4701,20223244,60,1,Date2222,Geo437,Fatalities101,Crash1,Road45,Vehicle6,Time854,Holiday3
Fatality4702,20232221,80,1,Date590,Geo661,Fatalities186,Crash2,Road36,Vehicle6,Time211,Holiday3
Fatality4703,20151102,50,1,Date190,Geo116,Fatalities54,Crash1,Road39,Vehicle6,Time1390,Holiday3
Fatality4704,20202013,100,1,Date666,Geo74,Fatalities182,Crash2,Road36,Vehicle6,Time894,Holiday3
Fatality4705,20151148,60,1,Date3504,Geo399,Fatalities194,Crash2,Road36,Vehicle6,Time1102,Holiday3
Fatality4706,20241204,80,1,Date1048,Geo796,Fatalities163,Crash2,Road47,Vehicle6,Time72,Holiday3
Fatality4707,20181006,60,1,Date196,Geo793,Fatalities21,Crash1,Road7,Vehicle6,Time1126,Holiday3
Fatality4708,20171241,50,1,Date1459,Geo114,Fatalities126,Crash1,Road39,Vehicle6,Time1444,Holiday3
Fatality4709,20231161,50,1,Date2515,Geo471,Fatalities107,Crash2,Road59,Vehicle6,Time1102,Holiday3
Fatality4710,20192091,100,2,Date1190,Geo428,Fatalities194,Crash1,Road50,Vehicle6,Time106,Holiday3
Fatality4711,20232119,80,1,Date3664,Geo73,Fatalities21,Crash1,Road25,Vehicle6,Time578,Holiday2
Fatality4712,20201005,100,2,Date2659,Geo477,Fatalities51,Crash2,Road57,Vehicle6,Time954,Holiday3
Fatality4713,20201141,60,1,Date2659,Geo357,Fatalities24,Crash1,Road39,Vehicle6,Time68,Holiday3
Fatality4714,20206007,50,1,Date2212,Geo67,Fatalities64,Crash1,Road35,Vehicle6,Time527,Holiday3
Fatality4715,20195031,80,1,Date3037,Geo759,Fatalities101,Crash1,Road45,Vehicle6,Time502,Holiday3
Fatality4716,20183212,80,1,Date692,Geo593,Fatalities23,Crash1,Road36,Vehicle6,Time493,Holiday3
Fatality4717,20181185,80,1,Date979,Geo41,Fatalities85,Crash1,Road43,Vehicle6,Time590,Holiday3
Fatality4718,20161239,100,2,Date2152,Geo711,Fatalities72,Crash1,Road43,Vehicle6,Time1149,Holiday3
Fatality4719,20215054,90,1,Date3217,Geo608,Fatalities127,Crash1,Road7,Vehicle6,Time1334,Holiday3
Fatality4720,20204041,100,1,Date2659,Geo202,Fatalities57,Crash1,Road39,Vehicle6,Time1047,Holiday3
Fatality4721,20165162,110,1,Date154,Geo137,Fatalities89,Crash1,Road43,Vehicle6,Time1094,Holiday3
Fatality4722,20241036,90,1,Date844,Geo466,Fatalities131,Crash2,Road47,Vehicle6,Time57,Holiday3
Fatality4723,20201203,40,1,Date2697,Geo398,Fatalities37,Crash1,Road39,Vehicle7,Time1501,Holiday3
Fatality4724,20145008,50,1,Date931,Geo722,Fatalities40,Crash1,Road50,Vehicle6,Time1399,Holiday3
Fatality4725,20143193,50,1,Date1151,Geo479,Fatalities142,Crash1,Road16,Vehicle6,Time792,Holiday3
Fatality4726,20211046,60,1,Date1699,Geo60,Fatalities58,Crash2,Road61,Vehicle6,Time991,Holiday3
Fatality4727,20164015,80,1,Date69,Geo82,Fatalities170,Crash2,Road50,Vehicle6,Time457,Holiday3
Fatality4728,20224024,70,1,Date1658,Geo465,Fatalities163,Crash1,Road44,Vehicle6,Time1504,Holiday3
Fatality4729,20243009,60,2,Date3635,Geo437,Fatalities194,Crash2,Road27,Vehicle6,Time1322,Holiday3
Fatality4730,20151309,100,2,Date2511,Geo556,Fatalities58,Crash1,Road57,Vehicle6,Time428,Holiday3
Fatality4731,20191069,80,1,Date3762,Geo232,Fatalities185,Crash2,Road43,Vehicle6,Time822,Holiday3
Fatality4732,20162003,100,1,Date3168,Geo366,Fatalities127,Crash1,Road16,Vehicle6,Time1157,Holiday3
Fatality4733,20193155,70,1,Date2342,Geo57,Fatalities133,Crash2,Road36,Vehicle6,Time1415,Holiday3
Fatality4734,20182198,60,1,Date162,Geo22,Fatalities203,Crash1,Road25,Vehicle6,Time922,Holiday3
Fatality4735,20192201,60,1,Date3069,Geo129,Fatalities27,Crash1,Road47,Vehicle6,Time727,Holiday3
Fatality4736,20232151,60,1,Date3186,Geo434,Fatalities126,Crash1,Road31,Vehicle6,Time1057,Holiday3
Fatality4737,20163015,100,1,Date2601,Geo479,Fatalities2,Crash1,Road58,Vehicle6,Time393,Holiday3
Fatality4738,20162148,50,1,Date1220,Geo428,Fatalities176,Crash1,Road16,Vehicle6,Time1146,Holiday3
Fatality4739,20242036,60,1,Date2928,Geo389,Fatalities133,Crash2,Road12,Vehicle6,Time620,Holiday3
Fatality4740,20195139,80,2,Date2389,Geo504,Fatalities40,Crash2,Road50,Vehicle6,Time1403,Holiday3
Fatality4741,20155012,70,4,Date1996,Geo728,Fatalities194,Crash2,Road43,Vehicle6,Time228,Holiday3
Fatality4742,20141169,80,1,Date1421,Geo639,Fatalities124,Crash1,Road56,Vehicle6,Time537,Holiday3
Fatality4743,20161084,80,1,Date1967,Geo720,Fatalities43,Crash2,Road25,Vehicle6,Time1016,Holiday3
Fatality4744,20223120,70,1,Date1641,Geo437,Fatalities101,Crash1,Road45,Vehicle6,Time1415,Holiday3
Fatality4745,20145105,60,1,Date663,Geo704,Fatalities108,Crash1,Road16,Vehicle6,Time1374,Holiday3
Fatality4746,20193170,50,1,Date2149,Geo104,Fatalities143,Crash2,Road36,Vehicle6,Time1415,Holiday3
Fatality4747,20153030,100,1,Date3287,Geo479,Fatalities124,Crash1,Road16,Vehicle6,Time175,Holiday1
Fatality4748,20154015,110,1,Date2411,Geo698,Fatalities125,Crash1,Road7,Vehicle6,Time1210,Holiday3
Fatality4749,20142217,80,1,Date1707,Geo592,Fatalities105,Crash2,Road58,Vehicle7,Time1078,Holiday3
Fatality4750,20205095,110,2,Date1454,Geo498,Fatalities60,Crash2,Road47,Vehicle4,Time1351,Holiday3
Fatality4751,20223072,100,1,Date2437,Geo777,Fatalities131,Crash1,Road50,Vehicle6,Time206,Holiday3
Fatality4752,20162118,80,1,Date185,Geo456,Fatalities61,Crash2,Road56,Vehicle6,Time947,Holiday3
Fatality4753,20171214,110,2,Date333,Geo720,Fatalities47,Crash1,Road5,Vehicle6,Time1002,Holiday3
Fatality4754,20141193,60,1,Date1402,Geo639,Fatalities50,Crash1,Road56,Vehicle6,Time1432,Holiday3
Fatality4755,20201124,110,1,Date52,Geo60,Fatalities176,Crash1,Road7,Vehicle6,Time525,Holiday3
Fatality4756,20192005,60,1,Date111,Geo320,Fatalities202,Crash2,Road40,Vehicle6,Time295,Holiday3
Fatality4757,20217001,80,1,Date1952,Geo102,Fatalities66,Crash2,Road43,Vehicle6,Time661,Holiday3
Fatality4758,20143157,100,1,Date3042,Geo479,Fatalities151,Crash1,Road56,Vehicle6,Time493,Holiday3
Fatality4759,20241127,50,1,Date3635,Geo516,Fatalities2,Crash1,Road27,Vehicle6,Time1114,Holiday3
Fatality4760,20172069,60,1,Date290,Geo709,Fatalities93,Crash2,Road43,Vehicle6,Time536,Holiday3
Fatality4761,20212192,80,1,Date3784,Geo146,Fatalities106,Crash2,Road22,Vehicle6,Time301,Holiday3
Fatality4762,20205003,80,1,Date3606,Geo336,Fatalities162,Crash2,Road47,Vehicle6,Time1314,Holiday3
Fatality4763,20221155,70,1,Date2284,Geo277,Fatalities142,Crash1,Road43,Vehicle6,Time619,Holiday3
Fatality4764,20142218,80,3,Date2314,Geo592,Fatalities66,Crash2,Road16,Vehicle6,Time193,Holiday3
Fatality4765,20193076,80,1,Date723,Geo296,Fatalities181,Crash2,Road57,Vehicle6,Time1526,Holiday3
Fatality4766,20162177,60,1,Date1438,Geo568,Fatalities56,Crash1,Road2,Vehicle6,Time313,Holiday3
